reltime,datetime,iSensor,confidence,heart_rate
0.001,2024/06/13 13:46:34.4369,5,1.0,90.0
0.001,2024/06/13 13:46:34.4369,4,0.0,0.0
0.001,2024/06/13 13:46:34.4369,3,1.0,92.0
0.001,2024/06/13 13:46:34.4369,2,0.0,0.0
0.001,2024/06/13 13:46:34.4369,1,0.0,0.0
0.001,2024/06/13 13:46:34.4369,0,0.0,0.0
0.032,2024/06/13 13:46:34.4679,3,1.0,89.0
0.194,2024/06/13 13:46:34.6299,5,1.0,90.0
0.525,2024/06/13 13:46:34.9609,3,1.0,89.0
0.687,2024/06/13 13:46:35.1229,5,1.0,91.0
0.77,2024/06/13 13:46:35.2059,3,1.0,89.0
1.017,2024/06/13 13:46:35.4529,3,1.0,89.0
1.18,2024/06/13 13:46:35.6159,5,1.0,91.0
1.263,2024/06/13 13:46:35.6989,3,1.0,89.0
1.426,2024/06/13 13:46:35.8619,5,1.0,91.0
1.673,2024/06/13 13:46:36.1089,5,1.0,91.0
1.756,2024/06/13 13:46:36.1919,3,1.0,89.0
1.919,2024/06/13 13:46:36.3549,5,1.0,91.0
2.248,2024/06/13 13:46:36.6839,3,1.0,88.0
2.411,2024/06/13 13:46:36.8469,5,1.0,91.0
2.74,2024/06/13 13:46:37.1759,3,1.0,88.0
2.904,2024/06/13 13:46:37.3399,5,1.0,91.0
3.233,2024/06/13 13:46:37.6689,3,1.0,88.0
3.397,2024/06/13 13:46:37.8329,5,1.0,91.0
3.726,2024/06/13 13:46:38.1619,3,1.0,88.0
3.889,2024/06/13 13:46:38.3249,5,1.0,91.0
3.972,2024/06/13 13:46:38.4079,3,1.0,88.0
4.218,2024/06/13 13:46:38.6539,3,1.0,88.0
4.381,2024/06/13 13:46:38.8169,5,1.0,91.0
4.464,2024/06/13 13:46:38.8999,3,1.0,88.0
4.627,2024/06/13 13:46:39.0629,5,1.0,91.0
4.874,2024/06/13 13:46:39.3099,5,1.0,91.0
4.957,2024/06/13 13:46:39.3929,3,1.0,88.0
5.12,2024/06/13 13:46:39.5559,5,1.0,91.0
5.45,2024/06/13 13:46:39.8859,3,1.0,89.0
5.613,2024/06/13 13:46:40.0489,5,1.0,90.0
5.943,2024/06/13 13:46:40.3789,3,1.0,91.0
6.105,2024/06/13 13:46:40.5409,5,1.0,90.0
6.435,2024/06/13 13:46:40.8709,3,1.0,92.0
6.598,2024/06/13 13:46:41.0339,5,1.0,89.0
6.928,2024/06/13 13:46:41.3639,3,1.0,92.0
7.091,2024/06/13 13:46:41.5269,5,1.0,89.0
7.174,2024/06/13 13:46:41.6099,3,1.0,93.0
7.42,2024/06/13 13:46:41.8559,3,1.0,93.0
7.583,2024/06/13 13:46:42.0189,5,1.0,89.0
7.666,2024/06/13 13:46:42.1019,3,1.0,94.0
7.83,2024/06/13 13:46:42.2659,5,1.0,89.0
8.076,2024/06/13 13:46:42.5119,5,1.0,89.0
8.158,2024/06/13 13:46:42.5939,3,1.0,94.0
8.322,2024/06/13 13:46:42.7579,5,1.0,89.0
8.651,2024/06/13 13:46:43.0869,3,1.0,95.0
8.814,2024/06/13 13:46:43.2499,5,1.0,89.0
9.143,2024/06/13 13:46:43.5789,3,1.0,96.0
9.307,2024/06/13 13:46:43.7429,5,1.0,89.0
9.39,2024/06/13 13:46:43.8259,3,1.0,96.0
9.553,2024/06/13 13:46:43.9889,5,1.0,89.0
9.637,2024/06/13 13:46:44.0729,3,1.0,96.0
9.799,2024/06/13 13:46:44.2349,5,1.0,89.0
9.882,2024/06/13 13:46:44.3179,3,1.0,96.0
10.046,2024/06/13 13:46:44.4819,5,1.0,89.0
10.129,2024/06/13 13:46:44.5649,3,1.0,96.0
10.291,2024/06/13 13:46:44.7269,5,1.0,89.0
10.375,2024/06/13 13:46:44.8109,3,1.0,95.0
10.539,2024/06/13 13:46:44.9749,5,1.0,89.0
10.784,2024/06/13 13:46:45.2199,5,1.0,89.0
10.868,2024/06/13 13:46:45.3039,3,1.0,95.0
11.277,2024/06/13 13:46:45.7129,5,1.0,89.0
11.36,2024/06/13 13:46:45.7959,3,1.0,94.0
11.523,2024/06/13 13:46:45.9589,5,1.0,90.0
11.607,2024/06/13 13:46:46.0429,3,1.0,93.0
11.769,2024/06/13 13:46:46.2049,5,1.0,90.0
11.853,2024/06/13 13:46:46.2889,3,1.0,93.0
12.016,2024/06/13 13:46:46.4519,5,1.0,90.0
