reltime,datetime,sdnn,rmssd
0.001,2024/05/28 15:36:54.8549,,
0.001,2024/05/28 15:36:54.8549,,
0.202,2024/05/28 15:36:55.0559,,
0.354,2024/05/28 15:36:55.2079,,
0.448,2024/05/28 15:36:55.3019,,
0.695,2024/05/28 15:36:55.5489,,
0.941,2024/05/28 15:36:55.7949,,
1.093,2024/05/28 15:36:55.9469,,
1.186,2024/05/28 15:36:56.0399,,
1.584,2024/05/28 15:36:56.4379,28.721072403376567,
1.926,2024/05/28 15:36:56.7799,27.887110088550024,47.985414450643226
2.323,2024/05/28 15:36:57.1769,28.06324027166951,48.078534238737504
2.665,2024/05/28 15:36:57.5189,27.463495584932176,48.155996511338024
2.911,2024/05/28 15:36:57.7649,26.866376715184305,46.266784896028646
3.063,2024/05/28 15:36:57.9169,25.914327715616714,44.96983115696249
3.157,2024/05/28 15:36:58.0109,25.430952269495005,43.81476159165234
3.404,2024/05/28 15:36:58.2579,24.956285309929207,42.42346049062947
3.555,2024/05/28 15:36:58.4089,24.49463059743044,41.15680202519599
3.65,2024/05/28 15:36:58.5039,24.048318806662994,39.99722212576491
3.895,2024/05/28 15:36:58.7489,23.61845843714973,38.93043728714617
4.142,2024/05/28 15:36:58.9959,23.062750837453827,37.97696670351649
4.294,2024/05/28 15:36:59.1479,23.46301316994449,37.46109092556346
4.388,2024/05/28 15:36:59.2419,22.94433890411831,36.98586953762944
4.786,2024/05/28 15:36:59.6399,22.52325690146247,36.18791535017324
5.525,2024/05/28 15:37:00.3789,22.12103071739654,35.61600763701625
5.62,2024/05/28 15:37:00.4739,21.691579365841868,34.993142185291106
5.867,2024/05/28 15:37:00.7209,21.28620595837984,34.313599008601194
6.113,2024/05/28 15:37:00.9669,20.902741522934367,33.672166767447784
6.263,2024/05/28 15:37:01.1169,20.71510954706248,33.259799844771855
6.358,2024/05/28 15:37:01.2119,20.371266670168733,32.87122208527256
6.605,2024/05/28 15:37:01.4589,20.062116183172883,32.31872522238462
6.756,2024/05/28 15:37:01.6099,20.09414622828447,31.867956738182425
6.851,2024/05/28 15:37:01.7049,19.991981151072256,31.698054619592455
7.097,2024/05/28 15:37:01.9509,18.75335985222722,30.444484995917843
7.344,2024/05/28 15:37:02.1979,18.650567770470705,29.100400913618586
7.495,2024/05/28 15:37:02.3489,18.65648326496965,29.146755108130534
7.59,2024/05/28 15:37:02.4439,18.51687642783411,29.193035699175468
7.836,2024/05/28 15:37:02.6899,16.028853294326325,26.909106265351884
7.988,2024/05/28 15:37:02.8419,15.946209869288788,24.423349483639626
8.083,2024/05/28 15:37:02.9369,12.57090236247576,21.459263733874934
8.329,2024/05/28 15:37:03.1829,12.448930157606606,17.99907405025788
8.481,2024/05/28 15:37:03.3349,11.484572360295026,16.22138506211271
8.575,2024/05/28 15:37:03.4289,11.343335680822353,14.223220451079285
8.822,2024/05/28 15:37:03.6759,11.177203812111157,14.223220451079285
9.068,2024/05/28 15:37:03.9219,11.01952290516574,13.644290625263984
9.22,2024/05/28 15:37:04.0739,15.588862809010795,16.797817318528818
9.314,2024/05/28 15:37:04.1679,15.377846433084798,19.856988694160048
9.561,2024/05/28 15:37:04.4149,15.146829264952036,19.856988694160048
9.711,2024/05/28 15:37:04.5649,21.765970487537732,25.42833065696606
9.807,2024/05/28 15:37:04.6609,21.509794614728694,29.98166106138884
10.052,2024/05/28 15:37:04.9059,21.412103140969954,29.954409803343925
10.299,2024/05/28 15:37:05.1529,20.277528471673627,29.6046167570758
10.45,2024/05/28 15:37:05.3039,26.659711736720805,34.5779313050005
10.545,2024/05/28 15:37:05.3989,26.403173790415572,39.176949004910185
10.697,2024/05/28 15:37:05.5509,31.679084074765807,43.49176167199178
11.284,2024/05/28 15:37:06.1379,31.536240783558988,47.469990520327684
