reltime,datetime,sdnn,rmssd
0.001,2024/06/05 13:46:18.4069,,
0.001,2024/06/05 13:46:18.4069,,
0.046,2024/06/05 13:46:18.4519,,
0.505,2024/06/05 13:46:18.9109,,
0.784,2024/06/05 13:46:19.1899,,
0.998,2024/06/05 13:46:19.4039,,
1.031,2024/06/05 13:46:19.4369,,
1.277,2024/06/05 13:46:19.6829,,
1.737,2024/06/05 13:46:20.1429,,
2.475,2024/06/05 13:46:20.8809,14.306564149989974,
2.508,2024/06/05 13:46:20.9139,13.82356354529864,16.546903033498445
2.755,2024/06/05 13:46:21.1609,13.376539843390688,15.776853010315172
3.001,2024/06/05 13:46:21.4069,12.963953971073137,15.10518674716293
3.214,2024/06/05 13:46:21.6199,17.186117576772176,20.265544840746514
3.707,2024/06/05 13:46:22.1129,17.787903862162167,19.991069434696513
4.692,2024/06/05 13:46:23.0979,17.196414354936515,20.44667862188543
5.185,2024/06/05 13:46:23.5909,16.660317418062245,19.79741144695437
5.677,2024/06/05 13:46:24.0829,17.03024990317833,20.140681687160676
5.711,2024/06/05 13:46:24.1169,16.582594976069053,20.51016008388688
5.956,2024/06/05 13:46:24.3619,16.168439041930775,19.963123898565417
6.203,2024/06/05 13:46:24.6089,15.783807253909664,19.45764631192581
6.416,2024/06/05 13:46:24.8219,17.223323057495513,20.898849364544088
6.908,2024/06/05 13:46:25.3139,19.420864050662303,20.57801121232432
7.4,2024/06/05 13:46:25.8059,21.80641941117869,20.19470442855061
7.893,2024/06/05 13:46:26.2989,23.950156575688577,19.78635893740938
8.386,2024/06/05 13:46:26.7919,27.2984643129637,19.755505561741515
8.912,2024/06/05 13:46:27.3179,26.91571734982814,25.30278184766982
9.125,2024/06/05 13:46:27.5309,30.426509605481954,30.720966419983892
9.158,2024/06/05 13:46:27.5639,30.04315451155096,35.009182468930305
9.405,2024/06/05 13:46:27.8109,29.671070317619183,34.400280672471666
9.617,2024/06/05 13:46:28.0229,33.299839494280256,38.69840651327476
10.11,2024/06/05 13:46:28.5159,36.706102095353074,38.69840651327476
11.095,2024/06/05 13:46:29.5009,38.58635635236536,38.73972982180783
11.587,2024/06/05 13:46:29.9929,39.33734150627889,38.84584919911006
12.08,2024/06/05 13:46:30.4859,39.16233529486119,38.9657969677682
12.113,2024/06/05 13:46:30.5189,38.9857622109972,40.30508652763321
12.36,2024/06/05 13:46:30.7659,38.54612105356213,40.27861301815973
12.606,2024/06/05 13:46:31.0119,38.131427289395305,40.27819923151149
12.819,2024/06/05 13:46:31.2249,38.13038731486495,40.52694576862823
13.312,2024/06/05 13:46:31.7179,38.13257273576332,40.5121380987641
15.281,2024/06/05 13:46:33.6869,37.363529454982405,39.8990392532619
15.315,2024/06/05 13:46:33.7209,36.4701893694519,40.06577924696669
15.562,2024/06/05 13:46:33.9679,35.512487685449464,40.06577924696669
15.807,2024/06/05 13:46:34.2129,35.505366277265225,39.04100408544842
16.021,2024/06/05 13:46:34.4269,35.71800473247309,39.13821661752104
16.513,2024/06/05 13:46:34.9189,35.45988505728504,38.89215859270349
17.006,2024/06/05 13:46:35.4119,35.183002688243164,38.90287050248777
17.498,2024/06/05 13:46:35.9039,35.79706531347895,38.66178130057296
17.991,2024/06/05 13:46:36.3969,35.42498955620847,38.36969290121219
18.517,2024/06/05 13:46:36.9229,34.388935002042764,38.467302132243866
18.729,2024/06/05 13:46:37.1349,33.56429753421823,38.57805939477343
18.763,2024/06/05 13:46:37.1689,33.58949274681766,37.99298180804801
19.714,2024/06/05 13:46:38.1199,33.94457957846336,37.98289088523937
20.207,2024/06/05 13:46:38.6129,34.069587341340174,37.99868418774524
20.7,2024/06/05 13:46:39.1059,34.09452715039771,38.28707353663897
21.192,2024/06/05 13:46:39.5979,34.42708436581647,38.49545427709615
21.718,2024/06/05 13:46:40.1239,32.899166743457265,36.45636661361999
21.93,2024/06/05 13:46:40.3359,32.972227951595315,33.48482243245936
21.964,2024/06/05 13:46:40.3699,31.40495604785696,30.222508168581903
22.211,2024/06/05 13:46:40.6169,29.58649894023021,30.222508168581903
22.423,2024/06/05 13:46:40.8289,29.528108564591616,25.631360999109404
24.398,2024/06/05 13:46:42.8039,28.97767670339433,25.62095496528834
25.132,2024/06/05 13:46:43.5379,27.791588903715223,26.122786987609114
25.166,2024/06/05 13:46:43.5719,27.34977778387951,26.422843652163305
25.413,2024/06/05 13:46:43.8189,27.388247332642994,26.239918699061043
25.625,2024/06/05 13:46:44.0309,26.213293986242928,24.451312166562076
26.61,2024/06/05 13:46:45.0159,24.91142931155965,24.451993783738782
27.102,2024/06/05 13:46:45.5079,23.40340873099242,24.507141816213494
27.136,2024/06/05 13:46:45.5419,23.447201631918126,23.624140195994435
27.349,2024/06/05 13:46:45.7549,23.21553185994752,23.649524308112415
27.383,2024/06/05 13:46:45.7889,23.259159609649174,23.634720222587784
27.629,2024/06/05 13:46:46.0349,22.729190305728732,23.350945733881243
27.875,2024/06/05 13:46:46.2809,22.06961295745725,23.368782595591068
28.088,2024/06/05 13:46:46.4939,21.8353293814271,23.24865587512534
28.121,2024/06/05 13:46:46.5269,21.824693385688644,22.89978165834775
28.367,2024/06/05 13:46:46.7729,21.661024906499946,22.826884734160874
28.614,2024/06/05 13:46:47.0199,21.345246314575427,22.808624099961254
28.827,2024/06/05 13:46:47.2329,20.69763160419565,22.850237052016187
28.86,2024/06/05 13:46:47.2659,19.902665448477812,22.937596502975925
29.106,2024/06/05 13:46:47.5119,19.68966121142512,22.77352263777682
29.319,2024/06/05 13:46:47.7249,18.74768951281661,22.7508241608958
29.352,2024/06/05 13:46:47.7579,18.485191339301384,22.728103015136718
29.599,2024/06/05 13:46:48.0049,17.691123821537545,22.639199043546867
29.845,2024/06/05 13:46:48.2509,17.348655915343215,22.565460332109335
30.058,2024/06/05 13:46:48.4639,17.611418709619183,22.565460332109335
30.092,2024/06/05 13:46:48.4979,16.47010527641217,22.44326179502436
30.338,2024/06/05 13:46:48.7439,16.362453515823333,20.661558508495915
30.55,2024/06/05 13:46:48.9559,14.711790564346817,18.553526169796765
30.584,2024/06/05 13:46:48.9899,14.602983477248413,16.1730228054828
